table_name,column_name,row_count,completeness_score,uniqueness_score,count_of_nulls,distinct_count,min_value,max_value,tags,column_key_type,job_run_timestamp,job_run_timestamp_timezone
DIMCUSTOMER,CUSTOMERKEY,18484,100.0,100.0,0,18484,11000,29483,Sensitive,PK,2024-12-06 12:29:11 ,India Standard Time
DIMCUSTOMER,GEOGRAPHYKEY,18484,100.0,1.817788357498377,0,336,2,654,Sensitive,FK,2024-12-06 12:29:11 ,India Standard Time
DIMCUSTOMER,CUSTOMERALTERNATEKEY,18484,100.0,100.0,0,18484,AW00011000,AW00029483,Sensitive,NONE,2024-12-06 12:29:11 ,India Standard Time
DIMCUSTOMER,TITLE,18484,0.5464185241289764,5.9405940594059405,18383,6,Mr.,Sr.,None,NONE,2024-12-06 12:29:11 ,India Standard Time
DIMCUSTOMER,FIRSTNAME,18484,100.0,3.624756546202121,0,670,Aaron,Zoe,Person,NONE,2024-12-06 12:29:11 ,India Standard Time
DIMCUSTOMER,MIDDLENAME,18484,57.63903916901104,0.4223765721794631,7830,45,A,l,Person,NONE,2024-12-06 12:29:11 ,India Standard Time
DIMCUSTOMER,LASTNAME,18484,100.0,2.0287816489937245,0,375,Adams,Zukowski,Person,NONE,2024-12-06 12:29:11 ,India Standard Time
DIMCUSTOMER,NAMESTYLE,18484,100.0,0.005410084397316598,0,1,False,False,None,NONE,2024-12-06 12:29:11 ,India Standard Time
DIMCUSTOMER,BIRTHDATE,18484,100.0,33.212508115126596,0,6139,1916-02-10,1986-06-25,Date,NONE,2024-12-06 12:29:11 ,India Standard Time
DIMCUSTOMER,MARITALSTATUS,18484,100.0,0.010820168794633196,0,2,M,S,None,NONE,2024-12-06 12:29:11 ,India Standard Time
DIMCUSTOMER,SUFFIX,18484,0.016230253191949793,66.66666666666666,18481,2,Jr.,Jr.,None,NONE,2024-12-06 12:29:11 ,India Standard Time
DIMCUSTOMER,GENDER,18484,100.0,0.010820168794633196,0,2,F,M,Person,NONE,2024-12-06 12:29:11 ,India Standard Time
DIMCUSTOMER,EMAILADDRESS,18484,100.0,100.0,0,18484,aaron10@adventure-works.com,zoe9@adventure-works.com,Email,NONE,2024-12-06 12:29:11 ,India Standard Time
DIMCUSTOMER,YEARLYINCOME,18484,100.0,0.08656135035706557,0,16,10000.0000,170000.0000,Sensitive,NONE,2024-12-06 12:29:11 ,India Standard Time
DIMCUSTOMER,TOTALCHILDREN,18484,100.0,0.032460506383899586,0,6,0,5,None,NONE,2024-12-06 12:29:11 ,India Standard Time
DIMCUSTOMER,NUMBERCHILDRENATHOME,18484,100.0,0.032460506383899586,0,6,0,5,None,NONE,2024-12-06 12:29:11 ,India Standard Time
DIMCUSTOMER,ENGLISHEDUCATION,18484,100.0,0.027050421986582987,0,5,Bachelors,Partial High School,None,NONE,2024-12-06 12:29:11 ,India Standard Time
DIMCUSTOMER,SPANISHEDUCATION,18484,100.0,0.027050421986582987,0,5,Educación secundaria,Licenciatura,None,NONE,2024-12-06 12:29:11 ,India Standard Time
DIMCUSTOMER,FRENCHEDUCATION,18484,100.0,0.027050421986582987,0,5,Bac + 2,Niveau bac,None,NONE,2024-12-06 12:29:11 ,India Standard Time
DIMCUSTOMER,ENGLISHOCCUPATION,18484,100.0,0.027050421986582987,0,5,Clerical,Skilled Manual,None,NONE,2024-12-06 12:29:11 ,India Standard Time
DIMCUSTOMER,SPANISHOCCUPATION,18484,100.0,0.027050421986582987,0,5,Administrativo,Profesional,None,NONE,2024-12-06 12:29:11 ,India Standard Time
DIMCUSTOMER,FRENCHOCCUPATION,18484,100.0,0.027050421986582987,0,5,Cadre,Technicien,None,NONE,2024-12-06 12:29:11 ,India Standard Time
DIMCUSTOMER,HOUSEOWNERFLAG,18484,100.0,0.010820168794633196,0,2,0,1,None,NONE,2024-12-06 12:29:11 ,India Standard Time
DIMCUSTOMER,NUMBERCARSOWNED,18484,100.0,0.027050421986582987,0,5,0,4,None,NONE,2024-12-06 12:29:11 ,India Standard Time
DIMCUSTOMER,ADDRESSLINE1,18484,100.0,69.25990045444709,0,12802,"00, rue Saint-Lazare",Zur Lindung 787,Location,NONE,2024-12-06 12:29:11 ,India Standard Time
DIMCUSTOMER,ADDRESSLINE2,18484,1.6879463319627788,53.52564102564102,18172,167,# 1,Verkaufsabteilung,Location,NONE,2024-12-06 12:29:11 ,India Standard Time
DIMCUSTOMER,PHONE,18484,100.0,48.09565029214456,0,8890,1 (11) 500 555-0110,999-555-0198,Phone,NONE,2024-12-06 12:29:11 ,India Standard Time
DIMCUSTOMER,DATEFIRSTPURCHASE,18484,100.0,6.080934862583856,0,1124,2010-12-29,2014-01-28,Date,NONE,2024-12-06 12:29:11 ,India Standard Time
DIMCUSTOMER,COMMUTEDISTANCE,18484,100.0,0.027050421986582987,0,5,0-1 Miles,5-10 Miles,None,NONE,2024-12-06 12:29:11 ,India Standard Time
DIMCUSTOMER,LASTMODIFIEDDATE,18484,Error,Error,Error,Error,Error,Error,Date,NONE,2024-12-06 12:29:11 ,India Standard Time
